

Data
Lateral(µm),Raw(µm),,
0,0.294167748448096,,
0.0941276401281357,0.281287147321247,,
0.188255280256271,0.275668731012662,,
0.282382905483246,0.268176970646621,,
0.376510560512543,0.295380198318441,,
0.47063821554184,0.303082541125448,,
0.564765810966492,0.272376575218956,,
0.658893465995789,0.304344196540828,,
0.753021121025085,0.340315910575107,,
0.847148776054382,0.336156128721626,,
0.941276431083679,0.373071664609537,,
1.03540408611298,0.364678984745805,,
1.12953162193298,0.394315646645424,,
1.22365927696228,0.385398621307445,,
1.31778693199158,0.413843594397814,,
1.41191458702087,0.449329097174157,,
1.50604224205017,0.504589574495022,,
1.60016989707947,0.490407643917941,,
1.69429755210876,0.531293905078986,,
1.78842520713806,0.565816518893534,,
1.88255286216736,0.593689478739272,,
1.97668039798737,0.606463666864936,,
2.07080817222595,0.666600562546655,,
2.16493582725525,0.665062508064391,,
2.25906324386597,0.68007469255927,,
2.35319089889526,0.671338804748761,,
2.44731855392456,0.681305366649095,,
2.54144620895386,0.686402665804525,,
2.63557386398315,0.66434125278268,,
2.72970151901245,0.650118804600769,,
2.82382917404175,0.625542916691078,,
2.91795682907104,0.560687762805433,,
3.01208448410034,0.511303183798479,,
3.10621213912964,0.447301283002737,,
3.20033979415894,0.371642228959164,,
3.29446744918823,0.335392504082002,,
3.38859510421753,0.30074203290128,,
3.48272275924683,0.282026897360513,,
3.57685041427612,0.260544647748855,,
3.67097806930542,0.263935440724477,,
3.76510572433472,0.258662616432488,,
3.85923314094543,0.248820825448242,,
3.95336079597473,0.238464233444617,,
4.04748868942261,0.248111432184153,,
4.1416163444519,0.250279546849381,,
4.2357439994812,0.241136099602073,,
4.3298716545105,0.240775439048335,,
4.42399930953979,0.22854073689151,,
4.51812648773193,0.214904580483768,,
4.61225414276123,0.222070660873943,,
4.70638179779053,0.211597282832873,,
4.80050945281982,0.204856291213002,,
4.89463710784912,0.194823840047999,,
4.98876476287842,0.184066838773134,,
5.08289241790771,0.177363981369574,,
5.17702007293701,0.180480684665476,,
5.27114772796631,0.170012073401441,,
5.36527538299561,0.167256107385821,,
5.4594030380249,0.174338769177819,,
5.5535306930542,0.173213040909392,,
5.6476583480835,0.175428823345005,,
5.74178600311279,0.173695331004161,,
5.83591365814209,0.17365166112349,,
5.93004131317139,0.156502411839895,,
6.02416896820068,0.156809100071559,,
6.11829662322998,0.165886658054198,,
6.21242427825928,0.162358474158331,,
6.30655193328857,0.15187556256318,,
6.40067958831787,0.157165916188674,,
6.49480724334717,0.160392255356467,,
6.58893489837646,0.15577247951876,,
6.68306255340576,0.173597073367187,,
6.77719020843506,0.167673584009432,,
6.87131786346436,0.173817190724833,,
6.96544551849365,0.165939322781263,,
7.05957317352295,0.171408430545704,,
7.15370082855225,0.150328973593805,,
7.24782848358154,0.15284029620581,,
7.34195613861084,0.149638636537084,,
7.43608379364014,0.149959625099864,,
7.53021144866943,0.137670105007096,,
7.62433862686157,0.139590325464741,,
7.71846628189087,0.130475478879664,,
7.81259393692017,0.120006867615629,,
7.90672159194946,0.127253983215457,,
8.00084972381592,0.136565135074562,,
8.09497737884521,0.138533045104168,,
8.18910503387451,0.13995277577434,,
8.28323268890381,0.136457959317742,,
8.37736034393311,0.141355053837554,,
8.4714879989624,0.134645046268435,,
8.5656156539917,0.126016410941293,,
8.659743309021,0.134745994200117,,
8.75387096405029,0.123564749768818,,
8.84799861907959,0.11184009275512,,
8.94212627410889,0.112766462001801,,
9.03625297546387,0.0997475814189777,,
9.13038063049316,0.0950038693782744,,
9.22450828552246,0.105551978077315,,
9.31863594055176,0.0996022714458498,,
9.41276359558105,0.101379510393915,,
9.50689125061035,0.114554113241208,,
9.60101890563965,0.111955450867864,,
9.69514656066895,0.113642121052195,,
9.78927421569824,0.12718138234294,,
9.88340187072754,0.110351507120932,,
9.97752952575684,0.106446747839016,,
10.0716571807861,0.103116385190248,,
10.1657848358154,0.0967066845745599,,
10.2599124908447,0.097797507629064,,
10.354040145874,0.0935972081707561,,
10.4481678009033,0.0916325271435419,,
10.5422954559326,0.0830539429753046,,
10.6364231109619,0.0877627498020921,,
10.7305507659912,0.0752468077999886,,
10.8246784210205,0.0771765836132907,,
10.9188060760498,0.0948939249783471,,
11.0129337310791,0.0975339505703907,,
11.1070613861084,0.0944443101620713,,
11.2011890411377,0.0901534419400321,,
11.295316696167,0.0918138948506488,,
11.3894443511963,0.0835070169736127,,
11.4835720062256,0.0854939941113742,,
11.5776996612549,0.0845732372556043,,
11.6718273162842,0.0753725886838303,,
11.7659549713135,0.0737463488263508,,
11.8600826263428,0.0744129287244277,,
11.9542102813721,0.0608268452771661,,
12.0483379364014,0.0704454324536847,,
12.1424655914307,0.0668219130170442,,
12.23659324646,0.0707299013013518,,
12.3307209014893,0.0671445160810222,,
