

Data
Lateral(µm),Raw(nm),,
0,-84.9649178681062,,
0.0941276401281357,-42.9371562126874,,
0.188255280256271,0.620740872122383,,
0.282382905483246,42.6675696237702,,
0.376510560512543,-5.76856334694042,,
0.47063821554184,21.2319337063072,,
0.564765810966492,6.53028178987114,,
0.658893465995789,-15.4240213430441,,
0.753021121025085,-58.7263354432039,,
0.847148776054382,-72.6390857120407,,
0.941276431083679,-7.38996970127559,,
1.03540408611298,-23.9554313920784,,
1.12953162193298,-73.6809776471574,,
1.22365927696228,16.5388998801816,,
1.31778693199158,-70.6868812419259,,
1.41191458702087,-45.7313315382279,,
1.50604224205017,-72.705050892754,,
1.60016989707947,-58.7011714351817,,
1.69429755210876,-152.574223137577,,
1.78842520713806,-118.890704676254,,
1.88255286216736,-221.973169617176,,
1.97668039798737,-137.847616629092,,
2.07080817222595,-117.346619972501,,
2.16493582725525,-145.514416975192,,
2.25906324386597,-159.644055790157,,
2.35319089889526,-147.906778814427,,
2.44731855392456,-80.8605878601156,,
2.54144620895386,-69.8502443827635,,
2.63557386398315,-82.8072558553678,,
2.72970151901245,-59.722666139308,,
2.82382917404175,-49.8825664249303,,
2.91795682907104,-63.6451632170463,,
3.01208448410034,-94.7111606591946,,
3.10621213912964,-128.520438287037,,
3.20033979415894,-108.910829032101,,
3.29446744918823,-98.4200642519539,,
3.38859510421753,-61.5594888944173,,
3.48272275924683,-61.9465093162965,,
3.57685041427612,-86.8347637164497,,
3.67097806930542,-72.6068457380613,,
3.76510572433472,-55.475960543184,,
3.85923314094543,-43.3168239904091,,
3.95336079597473,-101.315111700501,,
4.04748868942261,-73.3207414438333,,
4.1416163444519,-52.3430671788283,,
4.2357439994812,0,,
4.3298716545105,4.77539911089764,,
4.42399930953979,20.9100279047121,,
4.51812648773193,-31.387194848989,,
4.61225414276123,-22.6339202994019,,
4.70638179779053,56.1051747305292,,
4.80050945281982,29.4436792720276,,
4.89463710784912,-47.7575697379606,,
4.98876476287842,-66.8041388773375,,
5.08289241790771,-35.4468076108354,,
5.17702007293701,-3.64139930270468,,
5.27114772796631,-31.2729338885589,,
5.36527538299561,-19.2687173986634,,
5.4594030380249,-16.833805813711,,
5.5535306930542,-28.0747775524226,,
5.6476583480835,-45.2980544745465,,
5.74178600311279,-47.0579066835377,,
5.83591365814209,14.6780946498026,,
5.93004131317139,63.1243215995916,,
6.02416896820068,21.1424047391127,,
6.11829662322998,-50.6938367139575,,
6.21242427825928,-23.4001828728374,,
6.30655193328857,8.10730187038189,,
6.40067958831787,9.55549060835281,,
6.49480724334717,-6.49992593932325,,
6.58893489837646,-8.15490905346294,,
6.68306255340576,43.0131475853521,,
6.77719020843506,40.8981704869902,,
6.87131786346436,-12.88151954396,,
6.96544551849365,-48.609424929829,,
7.05957317352295,-62.8272489291355,,
7.15370082855225,-32.9142511053178,,
7.24782848358154,-22.919231137184,,
7.34195613861084,-67.017597002792,,
7.43608379364014,-78.5588756949345,,
7.53021144866943,-95.7916861711396,,
7.62433862686157,-33.5813909042102,,
7.71846628189087,-13.6214235369358,,
7.81259393692017,-17.8123320356001,,
7.90672159194946,-90.1610020203165,,
8.00084972381592,-129.566475509698,,
8.09497737884521,-126.762138704255,,
8.18910503387451,-111.466462669224,,
8.28323268890381,-43.3644306008745,,
8.37736034393311,-41.9353089710555,,
8.4714879989624,-80.2420407347952,,
8.5656156539917,-74.0556756204818,,
8.659743309021,-92.8901231816468,,
8.75387096405029,-64.2927558204747,,
8.84799861907959,-41.5680577708315,,
8.94212627410889,-68.7109977102267,,
9.03625297546387,-53.8729330343983,,
9.13038063049316,-78.5562160218909,,
9.22450828552246,-52.0443136150988,,
9.31863594055176,-70.9454960548008,,
9.41276359558105,-33.3889712496322,,
9.50689125061035,-90.2336989163856,,
9.60101890563965,-34.9495303047576,,
9.69514656066895,-68.4084498202644,,
9.78927421569824,-139.975368370656,,
9.88340187072754,-144.325963900112,,
9.97752952575684,-127.695590294284,,
10.0716571807861,-108.543591635048,,
10.1657848358154,-106.08961294194,,
10.2599124908447,-98.5828505879418,,
10.354040145874,-95.4138553390464,,
10.4481678009033,-96.4491574381725,,
10.5422954559326,-77.223273734841,,
10.6364231109619,-65.9150066925775,,
10.7305507659912,-52.5927763515206,,
10.8246784210205,-58.5187916922258,,
10.9188060760498,-85.5115781549074,,
11.0129337310791,-83.8488844502017,,
11.1070613861084,-120.284656226303,,
11.2011890411377,-84.2535000734728,,
11.295316696167,-51.5543210706113,,
11.3894443511963,-0.986878338654407,,
11.4835720062256,3.86240581634212,,
11.5776996612549,40.1819519799993,,
11.6718273162842,16.5330596098769,,
11.7659549713135,-63.4805878528688,,
11.8600826263428,-110.434253164577,,
11.9542102813721,-144.379383938023,,
12.0483379364014,-113.851471876231,,
12.1424655914307,-110.089012886032,,
12.23659324646,-52.268918889883,,
12.3307209014893,-36.0723219945669,,
12.4248485565186,2.14201804192982,,
12.5189762115479,-16.0465312305114,,
12.6131038665771,-15.8400879110872,,
12.7072315216064,-18.3959918855194,,
12.8013591766357,23.1503253009393,,
12.895486831665,23.9001812027553,,
12.9896144866943,48.7460950345699,,
13.0837421417236,-17.1745761136322,,
13.1778697967529,18.3179342338349,,
13.2719974517822,61.9902339794969,,
13.3661251068115,21.9126445459281,,
13.4602527618408,-13.2742316460615,,
13.5543804168701,-61.226536747359,,
13.6485080718994,-11.4217783415711,,
13.7426357269287,93.8897152898903,,
13.836763381958,78.263308675691,,
13.9308910369873,47.2020780105815,,
14.0250186920166,-50.8180697153726,,
14.1191463470459,-52.6208229177136,,
14.2132740020752,-42.3874640976507,,
14.3074016571045,-53.7166212115778,,
14.4015293121338,-67.4863681692557,,
14.4956569671631,-70.9860939973268,,
14.5897846221924,13.1942770221372,,
14.6839122772217,36.4171032723135,,
14.778039932251,-36.2223401117525,,
14.8721675872803,-89.6373716992507,,
14.9662952423096,-107.332559548198,,
15.0604228973389,-105.240855910019,,
15.1545495986938,62.2151092098413,,
15.2486772537231,-43.3222459059479,,
15.3428049087524,-72.4648488130306,,
15.4369325637817,-22.7292086743027,,
15.531060218811,-38.1387269332514,,
15.6251878738403,-74.0811372858552,,
15.7193155288696,-126.826436699435,,
15.8134431838989,-141.87844668049,,
15.9075708389282,-133.945057781538,,
16.0016994476318,-74.3755558487393,,
16.0958271026611,-98.1150169825966,,
16.1899547576904,17.0589383416804,,
16.2840824127197,24.4369977156325,,
16.378210067749,17.1572176959778,,
16.4723377227783,-27.3606245490257,,
16.5664653778076,-19.6894083871975,,
16.6605930328369,-115.781394801051,,
16.7547206878662,-46.5377196319601,,
16.8488483428955,-80.7164224802896,,
16.9429759979248,28.8708701547726,,
17.0371036529541,-145.772835077746,,
17.1312313079834,-152.892928066613,,
17.2253589630127,91.4130172326359,,
17.319486618042,-70.3127222253492,,
17.4136142730713,51.6824910411273,,
17.5077419281006,100.271721302075,,
17.6018695831299,24.7960455800573,,
17.6959972381592,2.73687335229411,,
17.7901248931885,-58.2621005035762,,
17.8842525482178,-74.6082904506053,,
17.9783802032471,-29.40347188704,,
18.0725059509277,-4.16668386505492,,
18.166633605957,492.03482726061,,
18.2607612609863,243.699132400252,,
18.3548889160156,57.2814878824559,,
18.4490165710449,17.9332153357876,,
18.5431442260742,-27.9026407603773,,
18.6372718811035,-30.6325320967211,,
18.7313995361328,-67.8858061349317,,
18.8255271911621,-66.2135788761517,,
18.9196548461914,-78.5890435500427,,
19.0137825012207,44.5549629827227,,
19.10791015625,113.019270106012,,
19.2020378112793,439.695122631822,,
19.2961654663086,3136.98453198137,,
19.3902931213379,5131.82737659549,,
19.4844207763672,6190.90898754416,,
19.5785484313965,7334.14566372033,,
19.6726760864258,7946.12742233593,,
19.7668037414551,8094.09442029707,,
19.8609313964844,8298.65021187165,,
19.9550590515137,8671.64722026981,,
20.049186706543,8720.17209904073,,
20.1433143615723,8533.49943195138,,
